28.6,18.8
36.9,29.7
29.8,25.1
19.8,21
28.5,27
28.3,28
27.4,21
24,20.9
9.1,13.1
24.3,21.3
13.7,6.3
16.8,6.9
24.7,19.1
15,17.1
22.7,13.7
23.4,20.2
24.1,17.5
23.9,21.9
32.9,26.3
34.4,30.9
29.7,19.7
34.6,32.9
38,36.9
21,17
22,23
28,12.3
26.5,17.9
22.7,19.9
19.8,17.1
21.3,21.1
18.9,15.1
27.9,18
25.6,21.2
12,10
19.4,18.5
25.5,23.2
27.3,20.1
25,23
28,25.3
33,28.9
