28.6,12.9
36.9,22.4
29.8,25.5
19.8,8.4
28.5,13.4
28.3,13.4
27.4,16.1
24,12.2
9.1,10.6
24.3,20.2
13.7,6.5
16.8,15.2
24.7,12.2
15,21.7
22.7,19.7
23.4,20.2
24.1,17.5
23.9,21.9
32.9,26.3
34.4,30.9
29.7,19.1
34.6,22.1
38,24.8
21,7.4
22,21.9
28,13.3
26.5,11.8
22.7,10.5
19.8,1.7
21.3,20.2
18.9,8.8
27.9,17.6
25.6,19.3
12,11.8
19.4,12.1
25.5,17.4
27.3,19.5
25,18.8
28,23.2
33,27.3
