76.3,80.4
76.7,85
79.1,80.3
79.1,80.8
69.1,80.2
76.9,81.3
72.4,78.6
75.6,81.3
76.7,82.6
74.3,81.2
76.9,81.4
77.1,80.9
74.9,80.3
74.5,80.9
78.3,81.3
75.9,83.6
75.1,84.6
74.4,88
76.2,80.5
74.2,81.3
73.3,81.2
72.9,86.8
73.4,85.8
78.4,80.4
70,80
76.9,81.4
75.3,79.2
74.9,80.9
77.6,82.5
74.2,79.3
78.1,82.6
77.4,79.5
74.3,79.9
77.7,78.7
78.2,80.2
78.2,82.6
74,80.3
78.3,84
77.6,80.1
75.8,81.5
